FeatureID,Name,Formula,Annotation_level,use_Sirius_class,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications
FT_0.981_378.90035,no name,C6H5O13P3,L3.3,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FT_0.981_446.88778,no name,C5H9N2O12P3S2,L3.3,yes,C5H9N2O12P3S2,[M + H]+,C5H9N2O12P3S2,Alkaloids,0.9936785101890564,Nicotinic acid alkaloids,0.13032080233097076,Pyridine alkaloids,0.13329549133777618,Alkyl phosphates,0.6637665033340454,Alkyl phosphates,0.6637665033340454,Phosphate esters,0.8895702362060547,Organic phosphoric acids and derivatives,0.9350826740264891,Organic acids and derivatives,0.99716055393219,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Diazines; Alkyl phosphates; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_0.981_514.87531,no name,C10H14O10P4S3,L3.3,yes,C10H14O10P4S3,[M + H]+,C10H14O10P4S3,Shikimates and Phenylpropanoids,0.2856963872909546,Fatty acyls,0.01195060368627309,Simple coumarins,0.00205757631920278,Aryl thiophosphates,0.6493711471557617,Aryl thiophosphates,0.6493711471557617,Thiophosphoric acid esters,0.41828522086143494,Organic thiophosphoric acids and derivatives,0.3801495432853699,Organic acids and derivatives,0.9673868417739868,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organooxygen compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Aryl thiophosphates; Chemical entities
FT_0.981_566.88882,no name,C14H8N4O11P2S3,L3.3,yes,C14H8N4O11P2S3,[M + H]+,C14H8N4O11P2S3,Alkaloids,0.9438246488571168,Pseudoalkaloids,0.5943921804428101,Quinazoline alkaloids,0.1994679719209671,Nitrobenzenes,0.7291990518569946,NA,NA,Nitrobenzenes,0.7291990518569946,Benzene and substituted derivatives,0.3928327262401581,Benzenoids,0.9450716376304626,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Nitrobenzenes; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Benzenoids; Organic cations; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"
FT_0.982_650.85025,no name,C10H13N4O15P3S4,L3.3,yes,C10H13N4O15P3S4,[M + H]+,C10H13N4O15P3S4,Alkaloids,0.16728807985782623,Nucleosides,0.08711815625429153,Pyrimidine nucleos(t)ides,0.05706260725855827,Aminopyrimidines and derivatives,0.504766047000885,Aminopyrimidines and derivatives,0.504766047000885,Pyrimidines and pyrimidine derivatives,0.2216103971004486,Diazines,0.35661402344703674,Organoheterocyclic compounds,0.999194324016571,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphoric acids and derivatives; Azoles; Aminopyrimidines and derivatives; Oxolanes; Amines; Primary amines; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_0.982_718.83752,no name,C14H18N4O10P4S6,L3.3,yes,C14H18N4O10P4S6,[M + H]+,C14H18N4O10P4S6,Alkaloids,0.8578723669052124,Ornithine alkaloids,0.02115440368652343,Pyridine alkaloids,0.00576198892667889,Dithiophosphate O-esters,0.6474940776824951,NA,NA,Dithiophosphate O-esters,0.6474940776824951,Organic dithiophosphoric acids and derivatives,0.567612886428833,Organic acids and derivatives,0.992418885231018,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organothiophosphorus compounds; Amines; Primary amines; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_0.983_546.82330,no name,C7H6N2O15P4S2,L3.3,yes,C7H6N2O15P4S2,[M + H]+,C7H6N2O15P4S2,Alkaloids,0.7663102149963379,Pseudoalkaloids,0.1964823454618454,Pyridine alkaloids,0.03116790950298309,Nitroaromatic compounds,0.6539140343666077,C-nitro compounds,0.8605389595031738,Organic nitro compounds,0.940891683101654,"Allyl-type 1,3-dipolar organic compounds",0.8185546398162842,"Organic 1,3-dipolar compounds",0.6165819764137268,"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Sulfonyls; Organic oxoazanium compounds; Organic cations; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"
FT_0.983_630.78465,no name,C8H12O15P6S3,L3.3,yes,C8H12O15P6S3,[M + H]+,C8H12O15P6S3,Fatty acids,0.8856220245361328,Fatty acyls,0.2393302023410797,Marine-bacterial DPEs,0.00409666169434785,Organic phosphoric acids and derivatives,0.5896116495132446,NA,NA,NA,NA,Organic phosphoric acids and derivatives,0.5896116495132446,Organic acids and derivatives,0.9992341995239258,Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.040_257.17208,no name,C10H20N6O2,L3.2,yes,C10H20N6O2,[M + H]+,C10H20N6O2,Amino acids and Peptides,0.6496623754501343,Small peptides,0.8059492111206055,Aminoacids,0.3662978112697602,Alpha amino acids,0.6963316798210144,Amino acids and derivatives,0.933477818965912,"Amino acids, peptides, and analogues",0.9350112676620485,Carboxylic acids and derivatives,0.9339162707328796,Organic acids and derivatives,0.8699784278869629,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.081_154.13391,no name,C8H15N3,L3.3,yes,C8H15N3,[M + H]+,C8H15N3,Alkaloids,0.9779142141342164,Ornithine alkaloids,0.3370690643787384,Pyrrolidine alkaloids,0.1897265613079071,Imidazoles,0.6333868503570557,NA,NA,Imidazoles,0.6333868503570557,Azoles,0.6708142757415771,Organoheterocyclic compounds,0.995676815509796,Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Azoles; Trialkylamines; Amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
FT_1.091_269.97637,no name,C6H9NO5P2S,L3.3,yes,C6H9NO5P2S,[M + H]+,C6H9NO5P2S,Alkaloids,0.30437996983528137,Nicotinic acid alkaloids,0.4752292037010193,Pyridine alkaloids,0.39336273074150085,Heteroaromatic compounds,0.8915926218032837,NA,NA,NA,NA,Heteroaromatic compounds,0.8915926218032837,Organoheterocyclic compounds,0.9514546990394592,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.096_191.99907,no name,C5H7NO3P2,L3.3,yes,C5H7NO3P2,[M + H]+,C5H7NO3P2,Shikimates and Phenylpropanoids,0.6496291756629944,Small peptides,0.4453311264514923,Aminoacids,0.16502662003040314,Primary amines,0.5938721299171448,Primary amines,0.5938721299171448,Amines,0.47645479440689087,Organonitrogen compounds,0.980865478515625,Organic nitrogen compounds,0.9965804219245912,Organic compounds; Organonitrogen compounds; Organophosphorus compounds; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
FT_1.098_274.93181,no name,C5H9NO2PS4,L3.3,yes,C5H9NO2PS4,[M + H]+,C5H9NO2PS4,Fatty acids,0.20569485425949097,Small peptides,0.38296401500701904,Aminoacids,0.3629651069641114,"1,3-dithiolanes",0.7483131289482117,NA,NA,"1,3-dithiolanes",0.7483131289482117,Dithiolanes,0.5553868412971497,Organoheterocyclic compounds,0.9964380264282228,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dithiolanes; Organothiophosphorus compounds; Carbonyl compounds; 1,3-dithiolanes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
FT_1.155_335.07393,no name,C9H19O11P,L3.3,yes,C9H19O11P,[M + H]+,C9H19O11P,Carbohydrates,0.992299735546112,Saccharides,0.987692654132843,Monosaccharides,0.46375077962875366,Glycosyl compounds,0.6756095886230469,Glycosyl compounds,0.6756095886230469,Carbohydrates and carbohydrate conjugates,0.9338666200637816,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hemiacetals; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Glycosyl compounds; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
