FeatureID,Name,Formula,Annotation_level,use_Sirius_class,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications
FT_1.098_313.14510,no name,C19H22O4,L3.1,yes,C19H22O4,[M - H]-,C19H22O4,Shikimates and Phenylpropanoids,0.6161060333251953,Coumarins,0.4212592542171478,Monomeric stilbenes,0.24883529543876648,1-benzopyrans,0.5458301305770874,NA,NA,1-benzopyrans,0.5458301305770874,Benzopyrans,0.5062395930290222,Organoheterocyclic compounds,0.647040843963623,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Phenols; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.099_327.12382,no name,C19H20O5,L3.1,yes,C19H20O5,[M - H]-,C19H20O5,Shikimates and Phenylpropanoids,0.7787370085716248,Isoflavonoids,0.5906677842140198,Isoflavanones,0.657390296459198,Isoflavanols,0.5481193661689758,Isoflavanols,0.5481193661689758,Isoflavans,0.5612808465957642,Isoflavonoids,0.5051883459091187,Phenylpropanoids and polyketides,0.9508901238441468,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Benzenediols; Isoflavans; Isoflavanols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
FT_1.099_481.18695,no name,C27H30O8,L3.1,yes,C27H30O8,[M - H]-,C27H30O8,Polyketides,0.6131619215011597,Aromatic polyketides,0.4324990510940552,Phloroglucinol-terpene hybrids,0.14351466298103333,1-benzopyrans,0.5556997060775757,NA,NA,1-benzopyrans,0.5556997060775757,Benzopyrans,0.5620595812797546,Organoheterocyclic compounds,0.846850574016571,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Aldehydes; Alkyl aryl ethers; Phenols; Resorcinols; Ethers; Organic acids and derivatives; Organooxygen compounds; Benzenediols; Benzaldehydes; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl-aldehydes; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
FT_1.102_347.15021,no name,C19H24O6,L3.1,yes,C19H24O6,[M - H]-,C19H24O6,Polyketides,0.7188910841941833,Chromanes,0.6262827515602112,Azaphilones,0.890286386013031,Benzopyrans,0.5144746899604797,NA,NA,NA,NA,Benzopyrans,0.5144746899604797,Organoheterocyclic compounds,0.9549485445022584,Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Benzopyrans; Phenols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.102_371.07739,no name,C19H16O8,L3.1,yes,C19H16O8,[M - H]-,C19H16O8,Shikimates and Phenylpropanoids,0.5929405689239502,Lignans,0.3740341663360596,Depsides,0.5357561707496643,Hydroxycinnamic acids and derivatives,0.5015166997909546,NA,NA,Hydroxycinnamic acids and derivatives,0.5015166997909546,Cinnamic acids and derivatives,0.3071679472923279,Phenylpropanoids and polyketides,0.5540323853492737,Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_1.103_343.15545,no name,C20H24O5,L3.1,yes,C20H24O5,[M - H]-,C20H24O5,Shikimates and Phenylpropanoids,0.53133624792099,Flavonoids,0.2157333791255951,Chalcones,0.33749711513519287,Anisoles,0.548435628414154,NA,NA,Anisoles,0.548435628414154,Phenol ethers,0.5915537476539612,Benzenoids,0.9884911775588988,Organic compounds; Organoheterocyclic compounds; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Benzenediols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_1.105_437.16079,no name,C25H26O7,L3.1,yes,C25H26O7,[M - H]-,C25H26O7,Shikimates and Phenylpropanoids,0.7633403539657593,Isoflavonoids,0.7391484975814819,Isoflavones,0.6158764958381653,6-prenylated isoflavanones,0.7704324722290039,Isoflavanones,0.8214647173881531,Isoflavans,0.794685423374176,Isoflavonoids,0.7409033179283142,Phenylpropanoids and polyketides,0.7434656023979187,Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Isoflavones; Benzenediols; Isoflavans; Tertiary alcohols; Isoflavanones; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; Isoflav-2-enes; 1-benzopyrans; 6-prenylated isoflavanones; 8-prenylated isoflavanones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Hydroxyisoflavonoids; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_1.113_421.09313,no name,C23H18O8,L3.1,yes,C23H18O8,[M - H]-,C23H18O8,Shikimates and Phenylpropanoids,0.5806818604469299,Isoflavonoids,0.3750317692756653,Isoflavones,0.2565205693244934,Pyranochromenes,0.5155085325241089,Pyranochromenes,0.5155085325241089,1-benzopyrans,0.7089700102806091,Benzopyrans,0.7255007028579712,Organoheterocyclic compounds,0.9202354550361632,"Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Benzopyrans; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 1-benzopyrans; 2,2-dimethyl-1-benzopyrans; Pyranochromenes; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"
FT_1.115_339.12404,no name,C20H20O5,L3.1,yes,C20H20O5,[M - H]-,C20H20O5,Shikimates and Phenylpropanoids,0.6990124583244324,Flavonoids,0.5822149515151978,Flavanones,0.5447361469268799,Flavanones,0.5650878548622131,Flavanones,0.5650878548622131,Flavans,0.5768856406211853,Flavonoids,0.5345585346221924,Phenylpropanoids and polyketides,0.7608357071876526,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
FT_1.116_473.28266,no name,C28H43O4P,L3.1,yes,C28H43O4P,[M - H]-,C28H43O4P,Fatty acids,0.45550984144210815,Glycerophospholipids,0.3739997446537018,Catechols with side chains,0.4829970598220825,Monoalkyl phosphates,0.5874592661857605,Alkyl phosphates,0.7508291006088257,Phosphate esters,0.9096670746803284,Organic phosphoric acids and derivatives,0.90667062997818,Organic acids and derivatives,0.9998072981834412,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
FT_1.117_357.13453,no name,C20H22O6,L3.1,yes,C20H22O6,[M - H]-,C20H22O6,Polyketides,0.7192954421043396,Aromatic polyketides,0.6786782145500183,Depsides,0.619998574256897,Depsides and depsidones,0.5399165153503418,NA,NA,NA,NA,Depsides and depsidones,0.5399165153503418,Phenylpropanoids and polyketides,0.6325749158859253,Organic compounds; Aldehydes; Alkyl aryl ethers; Phenols; Resorcinols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Toluenes; Cresols; Meta cresols; Ortho cresols; Benzenediols; Benzaldehydes; Depsides and depsidones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl-aldehydes; Vinylogous acids; Organic oxides; Hydroxybenzaldehydes; Hydrocarbon derivatives; Xylenes; Xylenols; p-Xylenols; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; o-Hydroxybenzoic acid esters; Phenoxy compounds; Chemical entities
FT_1.118_341.13963,no name,C20H22O5,L3.1,yes,C20H22O5,[M - H]-,C20H22O5,Shikimates and Phenylpropanoids,0.6124926805496216,Coumarins,0.27277669310569763,Isoflavanones,0.24374808371067047,1-benzopyrans,0.6312366724014282,NA,NA,1-benzopyrans,0.6312366724014282,Benzopyrans,0.6396917700767517,Organoheterocyclic compounds,0.7289509773254395,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Ethers; Phenylpropanoids and polyketides; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_1.124_343.11885,no name,C19H20O6,L3.1,yes,C19H20O6,[M - H]-,C19H20O6,Shikimates and Phenylpropanoids,0.6088535785675049,Flavonoids,0.5734438300132751,Chalcones,0.3359825015068054,Chromones,0.696430504322052,Chromones,0.696430504322052,1-benzopyrans,0.6781889200210571,Benzopyrans,0.6645651459693909,Organoheterocyclic compounds,0.9241385459899902,Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_1.125_343.08237,no name,C17H14O5,L3.1,yes,C17H14O5,[M + CH2O2 - H]-,C18H16O7,Shikimates and Phenylpropanoids,0.6683326959609985,Isoflavonoids,0.403614342212677,Isoflavones,0.16553351283073425,Chromones,0.6771386861801147,Chromones,0.6771386861801147,1-benzopyrans,0.7150382399559021,Benzopyrans,0.7104889750480652,Organoheterocyclic compounds,0.8120845556259155,Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Chromones; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Benzene and substituted derivatives; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_1.125_357.06183,no name,C18H14O8,L3.1,yes,C18H14O8,[M - H]-,C18H14O8,Polyketides,0.774890124797821,Aromatic polyketides,0.8629730343818665,Depsidones,0.9007464051246644,Depsides and depsidones,0.6773083209991455,NA,NA,NA,NA,Depsides and depsidones,0.6773083209991455,Phenylpropanoids and polyketides,0.5870593786239624,"Organic compounds; Organoheterocyclic compounds; Lactones; Aldehydes; Alkyl aryl ethers; Phenols; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Depsides and depsidones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Diarylethers; Dioxepines; 1,4-dioxepines; Aryl-aldehydes; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"
FT_1.127_433.12990,no name,C25H22O7,L3.1,yes,C25H22O7,[M - H]-,C25H22O7,Shikimates and Phenylpropanoids,0.6059272289276123,Isoflavonoids,0.5713049173355103,Isoflavones,0.4685738682746887,Isoflavanones,0.6107381582260132,Isoflavanones,0.6107381582260132,Isoflavans,0.5189906358718872,Isoflavonoids,0.542988657951355,Phenylpropanoids and polyketides,0.7019014954566956,"Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Isoflavans; Isoflavanones; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Isoflavonoids; 1-benzopyrans; 2,2-dimethyl-1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"
FT_1.129_383.18653,no name,C23H28O5,L3.1,yes,C23H28O5,[M - H]-,C23H28O5,Terpenoids,0.9017726182937622,Diterpenoids,0.7338609099388123,Gibberellins,0.4546509385108948,Diterpene lactones,0.6099222302436829,Diterpene lactones,0.6099222302436829,Terpene lactones,0.4976372718811035,Prenol lipids,0.7609414458274841,Lipids and lipid-like molecules,0.8644870519638062,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Diterpene lactones; Diterpenoids; Carbonyl compounds; Cyclic ketones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"
FT_1.129_411.10883,no name,C22H20O8,L3.1,yes,C22H20O8,[M - H]-,C22H20O8,Shikimates and Phenylpropanoids,0.6840636134147644,Isoflavonoids,0.7203484773635864,Isoflavones,0.5744245052337646,6-prenylated isoflavanones,0.5540228486061096,Isoflavanones,0.826758623123169,Isoflavans,0.7311980128288269,Isoflavonoids,0.6977559924125671,Phenylpropanoids and polyketides,0.775109589099884,Organic compounds; Organoheterocyclic compounds; Pyrans; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Isoflavans; Tertiary alcohols; Isoflavanones; Polyols; Benzenoids; Isoflavonoids; 1-benzopyrans; 6-prenylated isoflavanones; 8-prenylated isoflavanones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyisoflavonoids; Coumarans; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities
FT_1.129_483.20261,no name,C27H32O8,L3.1,yes,C27H32O8,[M - H]-,C27H32O8,Polyketides,0.7060933113098145,Meroterpenoids,0.31757956743240356,Tetraketide meroterpenoids,0.4598513841629028,1-benzopyrans,0.5466235876083374,NA,NA,1-benzopyrans,0.5466235876083374,Benzopyrans,0.537966787815094,Organoheterocyclic compounds,0.9258993268013,Organic compounds; Organoheterocyclic compounds; Lactones; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; 1-benzopyrans; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities
