Pathways,month,path_expr_month,Common-Name,Engineered?
4AMINOBUTMETAB-PWY,July_1,220.46060973686096,superpathway of 4-aminobutanoate degradation to succinate,NA
4AMINOBUTMETAB-PWY,July_2,176.3396243403831,superpathway of 4-aminobutanoate degradation to succinate,NA
4AMINOBUTMETAB-PWY,July_3,221.67602892964828,superpathway of 4-aminobutanoate degradation to succinate,NA
4AMINOBUTMETAB-PWY,May,446.30572874814357,superpathway of 4-aminobutanoate degradation to succinate,NA
4AMINOBUTMETAB-PWY,May_22,385.3260086359828,superpathway of 4-aminobutanoate degradation to succinate,NA
4AMINOBUTMETAB-PWY,October,386.7249261863257,superpathway of 4-aminobutanoate degradation to succinate,NA
ACETATEUTIL-PWY,August,88.11322960747627,superpathway of acetate utilization and formation,NA
ACETATEUTIL-PWY,July_1,81.34023643308187,superpathway of acetate utilization and formation,NA
ACETATEUTIL-PWY,July_2,73.14065541302807,superpathway of acetate utilization and formation,NA
ACETATEUTIL-PWY,July_3,82.8483445456294,superpathway of acetate utilization and formation,NA
ACETATEUTIL-PWY,May,454.97653778841953,superpathway of acetate utilization and formation,NA
ACETATEUTIL-PWY,May_22,587.3082825092264,superpathway of acetate utilization and formation,NA
ACETATEUTIL-PWY,October,326.50320301285933,superpathway of acetate utilization and formation,NA
ACETOACETATE-DEG-PWY,August,1947.2342921028485,acetoacetate degradation (to acetyl CoA),NA
ACETOACETATE-DEG-PWY,July_1,3210.85091641034,acetoacetate degradation (to acetyl CoA),NA
ACETOACETATE-DEG-PWY,July_2,1896.686453753523,acetoacetate degradation (to acetyl CoA),NA
ACETOACETATE-DEG-PWY,July_3,2194.6638387065072,acetoacetate degradation (to acetyl CoA),NA
ACETOACETATE-DEG-PWY,May,3559.1129642190394,acetoacetate degradation (to acetyl CoA),NA
ACETOACETATE-DEG-PWY,May_22,2870.354135946373,acetoacetate degradation (to acetyl CoA),NA
ACETOACETATE-DEG-PWY,October,3668.0490192128573,acetoacetate degradation (to acetyl CoA),NA
ADENOSYLHOMOCYSCAT-PWY,August,325.38026868331394,L-methionine salvage from L-homocysteine,NA
ADENOSYLHOMOCYSCAT-PWY,July_1,511.57107672437894,L-methionine salvage from L-homocysteine,NA
ADENOSYLHOMOCYSCAT-PWY,July_2,351.4937791817046,L-methionine salvage from L-homocysteine,NA
ADENOSYLHOMOCYSCAT-PWY,July_3,424.1757788396712,L-methionine salvage from L-homocysteine,NA
ADENOSYLHOMOCYSCAT-PWY,May,117.55267240574328,L-methionine salvage from L-homocysteine,NA
ADENOSYLHOMOCYSCAT-PWY,May_22,134.90080922871726,L-methionine salvage from L-homocysteine,NA
ADENOSYLHOMOCYSCAT-PWY,October,123.37686589129744,L-methionine salvage from L-homocysteine,NA
ALACAT2-PWY,August,77.84747858525469,L-alanine degradation II (to D-lactate),NA
ALACAT2-PWY,July_1,73.24920651279345,L-alanine degradation II (to D-lactate),NA
ALACAT2-PWY,July_2,81.15785753952983,L-alanine degradation II (to D-lactate),NA
ALACAT2-PWY,July_3,75.91920428614628,L-alanine degradation II (to D-lactate),NA
ALACAT2-PWY,May,57.50779462773897,L-alanine degradation II (to D-lactate),NA
ALACAT2-PWY,May_22,73.90743412419566,L-alanine degradation II (to D-lactate),NA
ALACAT2-PWY,October,12.092761397637252,L-alanine degradation II (to D-lactate),NA
ALADEG-PWY,August,33.769116785863105,L-alanine degradation I,NA
ALADEG-PWY,July_1,33.285358106484225,L-alanine degradation I,NA
ALADEG-PWY,July_2,43.875126299170475,L-alanine degradation I,NA
ALADEG-PWY,July_3,27.406439568328466,L-alanine degradation I,NA
ALADEG-PWY,May,20.145556985617496,L-alanine degradation I,NA
ALADEG-PWY,May_22,23.297096488516413,L-alanine degradation I,NA
ALADEG-PWY,October,12.842441953268333,L-alanine degradation I,NA
ALANINE-DEG3-PWY,August,34.433365371912,L-alanine degradation III,NA
ALANINE-DEG3-PWY,July_1,36.279781643293305,L-alanine degradation III,NA
ALANINE-DEG3-PWY,July_2,34.485851561971295,L-alanine degradation III,NA
ALANINE-DEG3-PWY,July_3,31.817774972061873,L-alanine degradation III,NA
ALANINE-DEG3-PWY,May,9.382901063844406,L-alanine degradation III,NA
ALANINE-DEG3-PWY,May_22,9.188008384654026,L-alanine degradation III,NA
ALANINE-DEG3-PWY,October,5.132989427173166,L-alanine degradation III,NA
ALANINE-SYN2-PWY,August,34.433365371912,L-alanine biosynthesis II,NA
ALANINE-SYN2-PWY,July_1,36.279781643293305,L-alanine biosynthesis II,NA
ALANINE-SYN2-PWY,July_2,34.485851561971295,L-alanine biosynthesis II,NA
ALANINE-SYN2-PWY,July_3,31.817774972061873,L-alanine biosynthesis II,NA
ALANINE-SYN2-PWY,May,9.382901063844406,L-alanine biosynthesis II,NA
ALANINE-SYN2-PWY,May_22,9.188008384654026,L-alanine biosynthesis II,NA
ALANINE-SYN2-PWY,October,5.132989427173166,L-alanine biosynthesis II,NA
ALANINE-VALINESYN-PWY,August,45.75070794601822,L-alanine biosynthesis I,NA
ALANINE-VALINESYN-PWY,July_1,42.74321398603133,L-alanine biosynthesis I,NA
ALANINE-VALINESYN-PWY,July_2,47.90095954424238,L-alanine biosynthesis I,NA
ALANINE-VALINESYN-PWY,July_3,39.161883443598846,L-alanine biosynthesis I,NA
ALANINE-VALINESYN-PWY,May,11.476812578402372,L-alanine biosynthesis I,NA
ALANINE-VALINESYN-PWY,May_22,12.910368720848371,L-alanine biosynthesis I,NA
ALANINE-VALINESYN-PWY,October,7.180182492219034,L-alanine biosynthesis I,NA
ALKANEMONOX-PWY,August,148.7589235816936,two-component alkanesulfonate monooxygenase,NA
ALKANEMONOX-PWY,July_1,163.62917647282393,two-component alkanesulfonate monooxygenase,NA
ALKANEMONOX-PWY,July_2,118.15184649641479,two-component alkanesulfonate monooxygenase,NA
ALKANEMONOX-PWY,July_3,157.81057966771152,two-component alkanesulfonate monooxygenase,NA
ALKANEMONOX-PWY,May,38.3805691837028,two-component alkanesulfonate monooxygenase,NA
ALKANEMONOX-PWY,May_22,52.48881383905865,two-component alkanesulfonate monooxygenase,NA
ALKANEMONOX-PWY,October,47.67714893565652,two-component alkanesulfonate monooxygenase,NA
AMMASSIM-PWY,August,34.144485408967235,ammonia assimilation cycle III,NA
AMMASSIM-PWY,July_1,9.823391984083905,ammonia assimilation cycle III,NA
AMMASSIM-PWY,July_2,37.097684110924384,ammonia assimilation cycle III,NA
AMMASSIM-PWY,July_3,13.306731791933395,ammonia assimilation cycle III,NA
AMMASSIM-PWY,May,7.021092798720457,ammonia assimilation cycle III,NA
AMMASSIM-PWY,May_22,8.073205023467386,ammonia assimilation cycle III,NA
AMMASSIM-PWY,October,4.191976247287277,ammonia assimilation cycle III,NA
AMMOXID-PWY,August,1021.1251455679925,ammonia oxidation I (nitrification),NA
AMMOXID-PWY,July_1,875.010709958786,ammonia oxidation I (nitrification),NA
AMMOXID-PWY,July_2,1416.074919613925,ammonia oxidation I (nitrification),NA
AMMOXID-PWY,July_3,1122.8219245242408,ammonia oxidation I (nitrification),NA
AMMOXID-PWY,May,1768.6220054635182,ammonia oxidation I (nitrification),NA
AMMOXID-PWY,May_22,1286.2367001242505,ammonia oxidation I (nitrification),NA
AMMOXID-PWY,October,1269.9905770845646,ammonia oxidation I (nitrification),NA
ANAEROFRUCAT-PWY,August,2198.525106314164,homolactic fermentation,NA
ANAEROFRUCAT-PWY,July_1,2690.752600273512,homolactic fermentation,NA
ANAEROFRUCAT-PWY,July_2,2253.6834377553073,homolactic fermentation,NA
ANAEROFRUCAT-PWY,July_3,2230.359782174283,homolactic fermentation,NA
ANAEROFRUCAT-PWY,May,3552.1317967978803,homolactic fermentation,NA
ANAEROFRUCAT-PWY,May_22,3317.392856520267,homolactic fermentation,NA
ANAEROFRUCAT-PWY,October,3620.3547852966326,homolactic fermentation,NA
ANAGLYCOLYSIS-PWY,August,1948.7773233466635,glycolysis III (from glucose),NA
ANAGLYCOLYSIS-PWY,July_1,2452.3975019282284,glycolysis III (from glucose),NA
ANAGLYCOLYSIS-PWY,July_2,2028.2038930273957,glycolysis III (from glucose),NA
ANAGLYCOLYSIS-PWY,July_3,2059.6870893611,glycolysis III (from glucose),NA
ANAGLYCOLYSIS-PWY,May,2418.2759297065127,glycolysis III (from glucose),NA
ANAGLYCOLYSIS-PWY,May_22,2362.66637735861,glycolysis III (from glucose),NA
ANAGLYCOLYSIS-PWY,October,2602.988033040456,glycolysis III (from glucose),NA
ANAPHENOXI-PWY,August,77.79073738712299,L-phenylalanine degradation II (anaerobic),NA
ANAPHENOXI-PWY,July_1,111.80094177624302,L-phenylalanine degradation II (anaerobic),NA
ANAPHENOXI-PWY,July_2,84.98147516773496,L-phenylalanine degradation II (anaerobic),NA
ANAPHENOXI-PWY,July_3,92.73924476126578,L-phenylalanine degradation II (anaerobic),NA
ANAPHENOXI-PWY,May,70.43354375352274,L-phenylalanine degradation II (anaerobic),NA
ANAPHENOXI-PWY,May_22,65.68824184184089,L-phenylalanine degradation II (anaerobic),NA
ANAPHENOXI-PWY,October,31.658427778146876,L-phenylalanine degradation II (anaerobic),NA
ARABCAT-PWY,August,51.210326962615696,L-arabinose degradation I,NA
ARABCAT-PWY,July_1,47.60271976262606,L-arabinose degradation I,NA
ARABCAT-PWY,July_2,64.62953041683768,L-arabinose degradation I,NA
ARABCAT-PWY,July_3,60.37272919785224,L-arabinose degradation I,NA
ARABCAT-PWY,May,18.98516245269497,L-arabinose degradation I,NA
ARABCAT-PWY,May_22,15.371287821207986,L-arabinose degradation I,NA
ARABCAT-PWY,October,12.216262325705593,L-arabinose degradation I,NA
ARG+POLYAMINE-SYN,August,227.3984054603962,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
ARG+POLYAMINE-SYN,July_1,433.4543433670443,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
ARG+POLYAMINE-SYN,July_2,266.127336061362,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
ARG+POLYAMINE-SYN,July_3,377.06393307339357,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
ARG+POLYAMINE-SYN,May,246.0319648223895,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
ARG+POLYAMINE-SYN,May_22,397.0395933019374,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
ARG+POLYAMINE-SYN,October,453.55803139353696,superpathway of arginine and polyamine biosynthesis (from L-glutamate),NA
ARG-GLU-PWY,August,108.72573798912717,L-arginine degradation VII (arginase 3 pathway),NA
ARG-GLU-PWY,July_1,112.3221689417903,L-arginine degradation VII (arginase 3 pathway),NA
ARG-GLU-PWY,July_2,118.10353051783247,L-arginine degradation VII (arginase 3 pathway),NA
ARG-GLU-PWY,July_3,129.40073440179424,L-arginine degradation VII (arginase 3 pathway),NA
ARG-GLU-PWY,May,176.75857684782628,L-arginine degradation VII (arginase 3 pathway),NA
ARG-GLU-PWY,May_22,129.11154436691578,L-arginine degradation VII (arginase 3 pathway),NA
ARG-GLU-PWY,October,88.6342048851519,L-arginine degradation VII (arginase 3 pathway),NA
ARG-PRO-PWY,August,100.74513022970629,L-arginine degradation VI (arginase 2 pathway),NA
ARG-PRO-PWY,July_1,102.39988905795812,L-arginine degradation VI (arginase 2 pathway),NA
ARG-PRO-PWY,July_2,94.0955103021981,L-arginine degradation VI (arginase 2 pathway),NA
ARG-PRO-PWY,July_3,104.42712962654022,L-arginine degradation VI (arginase 2 pathway),NA
ARG-PRO-PWY,May,90.55973231241558,L-arginine degradation VI (arginase 2 pathway),NA
ARG-PRO-PWY,May_22,122.33771457645987,L-arginine degradation VI (arginase 2 pathway),NA
ARG-PRO-PWY,October,64.95748604790397,L-arginine degradation VI (arginase 2 pathway),NA
ARGASEDEG-PWY,August,109.0261716082814,L-arginine degradation I (arginase pathway),NA
ARGASEDEG-PWY,July_1,108.59203871251326,L-arginine degradation I (arginase pathway),NA
ARGASEDEG-PWY,July_2,104.43790604969828,L-arginine degradation I (arginase pathway),NA
ARGASEDEG-PWY,July_3,119.85559286411016,L-arginine degradation I (arginase pathway),NA
ARGASEDEG-PWY,May,104.43479284385634,L-arginine degradation I (arginase pathway),NA
ARGASEDEG-PWY,May_22,140.49198214142643,L-arginine degradation I (arginase pathway),NA
ARGASEDEG-PWY,October,99.13465160906017,L-arginine degradation I (arginase pathway),NA
ARGDEG-III-PWY,August,29.383853875802625,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),NA
ARGDEG-III-PWY,July_1,18.963690712667745,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),NA
ARGDEG-III-PWY,July_2,33.565564898284805,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),NA
ARGDEG-III-PWY,July_3,28.358279558565194,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),NA
ARGDEG-III-PWY,May,6.8367116334904,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),NA
ARGDEG-III-PWY,May_22,9.269510498545541,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),NA
ARGDEG-III-PWY,October,3.2898376457736695,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),NA
ARGDEG-V-PWY,August,12.424822549901112,L-arginine degradation X (arginine monooxygenase pathway),NA
ARGDEG-V-PWY,July_1,14.837627822419298,L-arginine degradation X (arginine monooxygenase pathway),NA
ARGDEG-V-PWY,July_2,13.420512285541706,L-arginine degradation X (arginine monooxygenase pathway),NA
ARGDEG-V-PWY,July_3,6.655400852672825,L-arginine degradation X (arginine monooxygenase pathway),NA
ARGDEG-V-PWY,May,20.189123796026955,L-arginine degradation X (arginine monooxygenase pathway),NA
ARGDEG-V-PWY,May_22,18.345823071272832,L-arginine degradation X (arginine monooxygenase pathway),NA
ARGDEG-V-PWY,October,10.747063638638185,L-arginine degradation X (arginine monooxygenase pathway),NA
ARGDEGRAD-PWY,August,47.59183443625379,L-arginine degradation V (arginine deiminase pathway),NA
ARGDEGRAD-PWY,July_1,54.05234305615591,L-arginine degradation V (arginine deiminase pathway),NA
ARGDEGRAD-PWY,July_2,33.789614977910944,L-arginine degradation V (arginine deiminase pathway),NA
ARGDEGRAD-PWY,July_3,52.73479121826956,L-arginine degradation V (arginine deiminase pathway),NA
ARGDEGRAD-PWY,May,24.693834566297628,L-arginine degradation V (arginine deiminase pathway),NA
ARGDEGRAD-PWY,May_22,26.565678978327607,L-arginine degradation V (arginine deiminase pathway),NA
ARGDEGRAD-PWY,October,10.05834947886427,L-arginine degradation V (arginine deiminase pathway),NA
ARGININE-SYN4-PWY,August,215.42614600414447,L-ornithine biosynthesis II,NA
ARGININE-SYN4-PWY,July_1,297.6256369309079,L-ornithine biosynthesis II,NA
ARGININE-SYN4-PWY,July_2,215.22261358169874,L-ornithine biosynthesis II,NA
ARGININE-SYN4-PWY,July_3,215.29562557202132,L-ornithine biosynthesis II,NA
ARGININE-SYN4-PWY,May,142.0318870421343,L-ornithine biosynthesis II,NA
ARGININE-SYN4-PWY,May_22,201.5729441911048,L-ornithine biosynthesis II,NA
ARGININE-SYN4-PWY,October,201.08484980653557,L-ornithine biosynthesis II,NA
ARGSPECAT-PWY,August,60.146196921132116,spermine biosynthesis,NA
ARGSPECAT-PWY,July_1,27.945829843176895,spermine biosynthesis,NA
ARGSPECAT-PWY,July_2,69.96730497045134,spermine biosynthesis,NA
ARGSPECAT-PWY,July_3,53.36567993107337,spermine biosynthesis,NA
ARGSPECAT-PWY,May,29.77894592805977,spermine biosynthesis,NA
ARGSPECAT-PWY,May_22,15.643136305244166,spermine biosynthesis,NA
ARGSPECAT-PWY,October,33.26261180926838,spermine biosynthesis,NA
ARGSYN-PWY,August,1192.9284894574193,L-arginine biosynthesis I (via L-ornithine),NA
ARGSYN-PWY,July_1,1507.4845169259534,L-arginine biosynthesis I (via L-ornithine),NA
ARGSYN-PWY,July_2,965.4677146511506,L-arginine biosynthesis I (via L-ornithine),NA
ARGSYN-PWY,July_3,1203.640237179681,L-arginine biosynthesis I (via L-ornithine),NA
ARGSYN-PWY,May,839.7454020366494,L-arginine biosynthesis I (via L-ornithine),NA
ARGSYN-PWY,May_22,956.4089039888892,L-arginine biosynthesis I (via L-ornithine),NA
ARGSYN-PWY,October,1063.1668479972975,L-arginine biosynthesis I (via L-ornithine),NA
ARGSYNBSUB-PWY,August,2237.1810730770276,L-arginine biosynthesis II (acetyl cycle),NA
ARGSYNBSUB-PWY,July_1,2465.1100672979906,L-arginine biosynthesis II (acetyl cycle),NA
ARGSYNBSUB-PWY,July_2,1927.0016914562552,L-arginine biosynthesis II (acetyl cycle),NA
ARGSYNBSUB-PWY,July_3,2140.4256989738906,L-arginine biosynthesis II (acetyl cycle),NA
ARGSYNBSUB-PWY,May,1274.6265907081374,L-arginine biosynthesis II (acetyl cycle),NA
ARGSYNBSUB-PWY,May_22,1434.7842118170474,L-arginine biosynthesis II (acetyl cycle),NA
ARGSYNBSUB-PWY,October,1562.990373704242,L-arginine biosynthesis II (acetyl cycle),NA
ARO-PWY,August,651.5928971966862,chorismate biosynthesis I,NA
ARO-PWY,July_1,766.5496736901406,chorismate biosynthesis I,NA
ARO-PWY,July_2,621.3983245852789,chorismate biosynthesis I,NA
ARO-PWY,July_3,618.252914511948,chorismate biosynthesis I,NA
ARO-PWY,May,546.7708076886101,chorismate biosynthesis I,NA
ARO-PWY,May_22,514.6507083294977,chorismate biosynthesis I,NA
ARO-PWY,October,532.948046834538,chorismate biosynthesis I,NA
ASPARAGINE-BIOSYNTHESIS,August,134.9414174255955,L-asparagine biosynthesis I,NA
ASPARAGINE-BIOSYNTHESIS,July_1,188.40136354153083,L-asparagine biosynthesis I,NA
ASPARAGINE-BIOSYNTHESIS,July_2,146.74015872620618,L-asparagine biosynthesis I,NA
ASPARAGINE-BIOSYNTHESIS,July_3,134.87670917270694,L-asparagine biosynthesis I,NA
ASPARAGINE-BIOSYNTHESIS,May,216.47804154535066,L-asparagine biosynthesis I,NA
ASPARAGINE-BIOSYNTHESIS,May_22,314.5111457878334,L-asparagine biosynthesis I,NA
ASPARAGINE-BIOSYNTHESIS,October,206.3587827355854,L-asparagine biosynthesis I,NA
ASPARAGINE-DEG1-PWY,August,9.911230481188255,L-asparagine degradation I,NA
ASPARAGINE-DEG1-PWY,July_1,15.562283060345635,L-asparagine degradation I,NA
ASPARAGINE-DEG1-PWY,July_2,8.00910546328163,L-asparagine degradation I,NA
ASPARAGINE-DEG1-PWY,July_3,8.825254032802967,L-asparagine degradation I,NA
ASPARAGINE-DEG1-PWY,May,5.855460924186106,L-asparagine degradation I,NA
ASPARAGINE-DEG1-PWY,May_22,7.363373709436752,L-asparagine degradation I,NA
ASPARAGINE-DEG1-PWY,October,5.552842504752308,L-asparagine degradation I,NA
ASPARAGINE-DEG1-PWY-1,August,14.852129077129492,L-asparagine degradation III (mammalian),NA
ASPARAGINE-DEG1-PWY-1,July_1,50.55657829573772,L-asparagine degradation III (mammalian),NA
ASPARAGINE-DEG1-PWY-1,July_2,28.168020690252558,L-asparagine degradation III (mammalian),NA
ASPARAGINE-DEG1-PWY-1,July_3,32.718838448366654,L-asparagine degradation III (mammalian),NA
ASPARAGINE-DEG1-PWY-1,May,9.585755196712766,L-asparagine degradation III (mammalian),NA
ASPARAGINE-DEG1-PWY-1,May_22,10.357563670113592,L-asparagine degradation III (mammalian),NA
ASPARAGINE-DEG1-PWY-1,October,11.42662898530879,L-asparagine degradation III (mammalian),NA
ASPARTATE-DEG1-PWY,August,149.1728970538439,L-aspartate degradation I,NA
ASPARTATE-DEG1-PWY,July_1,180.0052090769192,L-aspartate degradation I,NA
ASPARTATE-DEG1-PWY,July_2,161.1400405303511,L-aspartate degradation I,NA
ASPARTATE-DEG1-PWY,July_3,146.42399531590598,L-aspartate degradation I,NA
ASPARTATE-DEG1-PWY,May,143.87563745578655,L-aspartate degradation I,NA
ASPARTATE-DEG1-PWY,May_22,90.93825398951256,L-aspartate degradation I,NA
ASPARTATE-DEG1-PWY,October,127.19830323868662,L-aspartate degradation I,NA
ASPARTATESYN-PWY,August,149.1728970538439,L-aspartate biosynthesis,NA
ASPARTATESYN-PWY,July_1,180.0052090769192,L-aspartate biosynthesis,NA
ASPARTATESYN-PWY,July_2,161.1400405303511,L-aspartate biosynthesis,NA
ASPARTATESYN-PWY,July_3,146.42399531590598,L-aspartate biosynthesis,NA
ASPARTATESYN-PWY,May,143.87563745578655,L-aspartate biosynthesis,NA
ASPARTATESYN-PWY,May_22,90.93825398951256,L-aspartate biosynthesis,NA
ASPARTATESYN-PWY,October,127.19830323868662,L-aspartate biosynthesis,NA
ASPASN-PWY,August,29.146559177157346,superpathway of L-aspartate and L-asparagine biosynthesis,NA
ASPASN-PWY,July_1,69.17500930879488,superpathway of L-aspartate and L-asparagine biosynthesis,NA
ASPASN-PWY,July_2,44.33454266900891,superpathway of L-aspartate and L-asparagine biosynthesis,NA
ASPASN-PWY,July_3,47.04339139972217,superpathway of L-aspartate and L-asparagine biosynthesis,NA
ASPASN-PWY,May,12.74644005634904,superpathway of L-aspartate and L-asparagine biosynthesis,NA
ASPASN-PWY,May_22,12.766047241968316,superpathway of L-aspartate and L-asparagine biosynthesis,NA
ASPASN-PWY,October,9.422478444074356,superpathway of L-aspartate and L-asparagine biosynthesis,NA
BETA-ALA-DEGRADATION-I-PWY,August,674.299585911984,&beta;-alanine degradation I,NA
BETA-ALA-DEGRADATION-I-PWY,July_1,395.29409130605427,&beta;-alanine degradation I,NA
BETA-ALA-DEGRADATION-I-PWY,July_2,479.6620464152686,&beta;-alanine degradation I,NA
BETA-ALA-DEGRADATION-I-PWY,July_3,516.3203806787932,&beta;-alanine degradation I,NA
BETA-ALA-DEGRADATION-I-PWY,May,793.6901872718599,&beta;-alanine degradation I,NA
BETA-ALA-DEGRADATION-I-PWY,May_22,625.4638491660266,&beta;-alanine degradation I,NA
BETA-ALA-DEGRADATION-I-PWY,October,779.5505387568716,&beta;-alanine degradation I,NA
BETSYN-PWY,August,545.6361302483776,glycine betaine biosynthesis I (Gram-negative bacteria),NA
BETSYN-PWY,July_1,455.7488400161375,glycine betaine biosynthesis I (Gram-negative bacteria),NA
BETSYN-PWY,July_2,491.0223419083304,glycine betaine biosynthesis I (Gram-negative bacteria),NA
BETSYN-PWY,July_3,653.868218916487,glycine betaine biosynthesis I (Gram-negative bacteria),NA
BETSYN-PWY,May,254.0524416879519,glycine betaine biosynthesis I (Gram-negative bacteria),NA
BETSYN-PWY,May_22,246.66582301487767,glycine betaine biosynthesis I (Gram-negative bacteria),NA
BETSYN-PWY,October,197.86223217500023,glycine betaine biosynthesis I (Gram-negative bacteria),NA
BGALACT-PWY,August,176.26895492181933,lactose degradation III,NA
BGALACT-PWY,July_1,89.62524488860706,lactose degradation III,NA
BGALACT-PWY,July_2,119.26041035096988,lactose degradation III,NA
BGALACT-PWY,July_3,177.47197363574742,lactose degradation III,NA
BGALACT-PWY,May,14.390721380226099,lactose degradation III,NA
BGALACT-PWY,May_22,14.688602335891936,lactose degradation III,NA
BGALACT-PWY,October,9.237220922036293,lactose degradation III,NA
BIOTIN-BIOSYNTHESIS-PWY,August,1075.8183192800313,superpathway of biotin biosynthesis I,NA
BIOTIN-BIOSYNTHESIS-PWY,July_1,1260.9315132162546,superpathway of biotin biosynthesis I,NA
BIOTIN-BIOSYNTHESIS-PWY,July_2,1126.5020640274224,superpathway of biotin biosynthesis I,NA
BIOTIN-BIOSYNTHESIS-PWY,July_3,1012.7998940591698,superpathway of biotin biosynthesis I,NA
BIOTIN-BIOSYNTHESIS-PWY,May,1492.725943038348,superpathway of biotin biosynthesis I,NA
BIOTIN-BIOSYNTHESIS-PWY,May_22,1336.147185076119,superpathway of biotin biosynthesis I,NA
BIOTIN-BIOSYNTHESIS-PWY,October,1514.7726715644474,superpathway of biotin biosynthesis I,NA
BRANCHED-CHAIN-AA-SYN-PWY,August,4963.4656982911565,superpathway of branched chain amino acid biosynthesis,NA
BRANCHED-CHAIN-AA-SYN-PWY,July_1,6379.660888289544,superpathway of branched chain amino acid biosynthesis,NA
BRANCHED-CHAIN-AA-SYN-PWY,July_2,4770.318398234534,superpathway of branched chain amino acid biosynthesis,NA
BRANCHED-CHAIN-AA-SYN-PWY,July_3,4891.576151285112,superpathway of branched chain amino acid biosynthesis,NA
