id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
11_HILIC_mgf_modified_matching_featureID_adduct_FT_1.579_173.08198	C8H14O4	[M - H]-	C8H14O4	Fatty acids	0.868474543094635	Fatty Acids and Conjugates	0.9551577568054199	Dicarboxylic acids	0.9719047546386719	Medium-chain fatty acids	0.9442076683044434	Medium-chain fatty acids	0.9442076683044434	Fatty acids and conjugates	0.9607019424438477	Fatty Acyls	0.9546656608581543	Lipids and lipid-like molecules	0.964792788028717	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_1.579_173.08198
12_HILIC_mgf_modified_matching_featureID_adduct_FT_2.111_211.06111	C10H12O5	[M - H]-	C10H12O5	Shikimates and Phenylpropanoids	0.7271526455879211	Phenolic acids (C6-C1)	0.7123842239379883	Simple phenolic acids	0.7328024506568909	M-methoxybenzoic acids and derivatives	0.6548928022384644	Methoxybenzoic acids and derivatives	0.8059291839599609	Benzoic acids and derivatives	0.8676552176475525	Benzene and substituted derivatives	0.9886381030082703	Benzenoids	0.9933667778968811	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Salicylic acid and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Methoxybenzoic acids and derivatives; M-methoxybenzoic acids and derivatives; Benzenoids; Benzoic acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	FT_2.111_211.06111
13_HILIC_mgf_modified_matching_featureID_adduct_FT_13.222_411.11466	C15H24O13	[M - H]-	C15H24O13	Carbohydrates	0.8554425239562988	Saccharides	0.8925430774688721	Disaccharides	0.9518131017684937	Disaccharides	0.8269697427749634	Disaccharides	0.8269697427749634	Carbohydrates and carbohydrate conjugates	0.9999008178710938	Organooxygen compounds	0.9999762773513794	Organic oxygen compounds	0.9998310804367065	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_13.222_411.11466
14_HILIC_mgf_modified_matching_featureID_adduct_FT_1.455_413.12538	C22H22O8	[M - H]-	C22H22O8	Shikimates and Phenylpropanoids	0.6109073162078857	Isoflavonoids	0.6568208932876587	Rotenoids	0.7829792499542236	Rotenones	0.7233670949935913	Rotenones	0.7233670949935913	Rotenoids	0.7187473177909851	Isoflavonoids	0.6586616635322571	Phenylpropanoids and polyketides	0.7015222311019897	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Rotenoids; Isoflavans; Tertiary alcohols; Furanochromones; Isoflavanones; Carbonyl compounds; Phenol ethers; Benzenoids; Isoflavonoids; 1-benzopyrans; 8-prenylated isoflavanones; Rotenones; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Coumarans; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	FT_1.455_413.12538
15_HILIC_mgf_modified_matching_featureID_adduct_FT_1.353_345.17093	C20H26O5	[M - H]-	C20H26O5	Shikimates and Phenylpropanoids	0.7677581310272217	Lignans	0.5005856156349182	Chalcones	0.5337124466896057	Benzoyl derivatives	0.5537874698638916			Benzoyl derivatives	0.5537874698638916	Benzene and substituted derivatives	0.9409321546554565	Benzenoids	0.999840259552002	Organic compounds; Ketones; Alkyl aryl ethers; Phenols; Ethers; Phenylpropanoids and polyketides; Benzoyl derivatives; Organooxygen compounds; Dialkyl ethers; Benzene and substituted derivatives; Benzenoids; Aryl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	FT_1.353_345.17093
16_HILIC_mgf_modified_matching_featureID_adduct_FT_1.206_485.14600	C25H26O10	[M - H]-	C25H26O10	Shikimates and Phenylpropanoids	0.5438429117202759	Isoflavonoids	0.4589895009994507	Rotenoids	0.6074117422103882	Chromones	0.6675683856010437	Chromones	0.6675683856010437	1-benzopyrans	0.7845230102539062	Benzopyrans	0.8194693922996521	Organoheterocyclic compounds	0.9810206890106201	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Acetals; Carbonyl compounds; Oxanes; Phenol ethers; Benzenoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Coumarans; Organic oxygen compounds; Chemical entities	FT_1.206_485.14600
17_HILIC_mgf_modified_matching_featureID_adduct_FT_14.571_333.05952	C9H19O11P	[M - H]-	C9H19O11P	Carbohydrates	0.9246149659156799	Saccharides	0.886247456073761	Monosaccharides	0.6901869177818298	Hexoses	0.5292282104492188	Monosaccharides	0.7767080068588257	Carbohydrates and carbohydrate conjugates	0.9539257287979126	Organooxygen compounds	0.9999979734420776	Organic oxygen compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Glycosyl compounds; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_14.571_333.05952
18_HILIC_mgf_modified_matching_featureID_adduct_FT_6.179_267.07353	C10H12N4O5	[M - H]-	C10H12N4O5	Carbohydrates	0.9670674204826355	Nucleosides	0.9660270810127258	Purine nucleos(t)ides	0.9654160141944885	Purine nucleosides	0.9964200258255005					Purine nucleosides	0.9964200258255005	Nucleosides, nucleotides, and analogues	0.9940847754478455	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_6.179_267.07353
19_HILIC_mgf_modified_matching_featureID_adduct_FT_1.446_195.06632	C10H12O4	[M - H]-	C10H12O4	Shikimates and Phenylpropanoids	0.7701966762542725	Phenolic acids (C6-C1)	0.7869056463241577	Simple phenolic acids	0.7836504578590393	P-methoxybenzoic acids and derivatives	0.5866473913192749	Methoxybenzoic acids and derivatives	0.6675559282302856	Benzoic acids and derivatives	0.640349268913269	Benzene and substituted derivatives	0.9997146725654602	Benzenoids	0.9999957084655762	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzene and substituted derivatives; Phenol ethers; Methoxybenzoic acids and derivatives; P-methoxybenzoic acids and derivatives; Benzenoids; Benzoic acids; Vinylogous acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	FT_1.446_195.06632
20_HILIC_mgf_modified_matching_featureID_adduct_FT_1.443_375.07241	C18H16O9	[M - H]-	C18H16O9	Polyketides	0.5330983996391296	Aromatic polyketides	0.44842520356178284	Depsides	0.7062322497367859	Depsides and depsidones	0.5176831483840942					Depsides and depsidones	0.5176831483840942	Phenylpropanoids and polyketides	0.5131591558456421	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Salicylic acid and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Cresols; Meta cresols; Benzoic acid esters; Depsides and depsidones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Methoxybenzoic acids and derivatives; Benzenoids; Benzoic acids; Vinylogous acids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; o-Hydroxybenzoic acid esters; Phenoxy compounds; Chemical entities	FT_1.443_375.07241
21_HILIC_mgf_modified_matching_featureID_adduct_FT_8.083_282.08449	C10H13N5O5	[M - H]-	C10H13N5O5	Carbohydrates	0.8617775440216064	Nucleosides	0.8672435879707336	Purine nucleos(t)ides	0.8789169192314148	Purine nucleosides	0.989200234413147					Purine nucleosides	0.989200234413147	Nucleosides, nucleotides, and analogues	0.9822008609771729	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Azoles; Purine nucleosides; Purinones; Aminopyrimidines and derivatives; Diazines; Pentoses; 6-oxopurines; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_8.083_282.08449
22_HILIC_mgf_modified_matching_featureID_adduct_FT_1.488_193.05073	C10H10O4	[M - H]-	C10H10O4	Shikimates and Phenylpropanoids	0.7382091283798218	Phenylpropanoids (C6-C3)	0.6277742385864258	Cinnamic acids and derivatives	0.6839072108268738	Coumaric acids and derivatives	0.737672746181488	Coumaric acids and derivatives	0.737672746181488	Hydroxycinnamic acids and derivatives	0.6983858346939087	Cinnamic acids and derivatives	0.5669068694114685	Phenylpropanoids and polyketides	0.5549779534339905	Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	FT_1.488_193.05073
23_HILIC_mgf_modified_matching_featureID_adduct_FT_1.667_335.11389	C16H18O5	[M + CH2O2 - H]-	C17H20O7	Polyketides	0.5258064866065979	Macrolides	0.7000279426574707	Zearalenones	0.8039935231208801	Macrolides and analogues	0.5346416234970093					Macrolides and analogues	0.5346416234970093	Phenylpropanoids and polyketides	0.4857770502567291	Organic compounds; Lactones; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Macrolides and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	FT_1.667_335.11389
24_HILIC_mgf_modified_matching_featureID_adduct_FT_1.478_425.12450	C23H22O8	[M - H]-	C23H22O8	Shikimates and Phenylpropanoids	0.6934278011322021	Isoflavonoids	0.5856278538703918	Rotenoids	0.5985618829727173	8-prenylated isoflavanones	0.5011076331138611	Isoflavanones	0.5876161456108093	Isoflavans	0.44464826583862305	Isoflavonoids	0.5325837135314941	Phenylpropanoids and polyketides	0.7482064366340637	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Isoflavanones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Isoflavonoids; 1-benzopyrans; 8-prenylated isoflavanones; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	FT_1.478_425.12450
25_HILIC_mgf_modified_matching_featureID_adduct_FT_12.049_146.04593	C5H9NO4	[M - H]-	C5H9NO4	Amino acids and Peptides	0.9348122477531433	Small peptides	0.972916305065155	Aminoacids	0.8651170134544373	Alpha amino acids	0.8870143294334412	Amino acids and derivatives	0.9997163414955139	Amino acids, peptides, and analogues	0.9997262358665466	Carboxylic acids and derivatives	0.9999895095825195	Organic acids and derivatives	0.9999990463256836	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_12.049_146.04593
26_HILIC_mgf_modified_matching_featureID_adduct_FT_2.136_187.09750	C9H16O4	[M - H]-	C9H16O4	Fatty acids	0.7640570998191833	Fatty Acids and Conjugates	0.8890247344970703	Hydroxy fatty acids	0.839661180973053	Medium-chain fatty acids	0.6476247906684875	Medium-chain fatty acids	0.6476247906684875	Fatty acids and conjugates	0.8271589875221252	Fatty Acyls	0.8311412334442139	Lipids and lipid-like molecules	0.8112685680389404	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Medium-chain fatty acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_2.136_187.09750
27_HILIC_mgf_modified_matching_featureID_adduct_FT_2.168_281.06672	C13H14O7	[M - H]-	C13H14O7	Shikimates and Phenylpropanoids	0.22147583961486816	Phenolic acids (C6-C1)	0.2752171456813812	Dicarboxylic acids	0.21931390464305878	Dicarboxylic acids and derivatives	0.7207859754562378			Dicarboxylic acids and derivatives	0.7207859754562378	Carboxylic acids and derivatives	0.9869933128356934	Organic acids and derivatives	0.9973606467247009	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_2.168_281.06672
28_HILIC_mgf_modified_matching_featureID_adduct_FT_4.979_157.03665	C4H6N4O3	[M - H]-	C4H6N4O3	Alkaloids	0.7129932045936584	Pseudoalkaloids (transamidation)	0.9041078090667725	Purine alkaloids	0.703891396522522	Alpha amino acids and derivatives	0.7907318472862244	Amino acids and derivatives	0.7423525452613831	Amino acids, peptides, and analogues	0.7463022470474243	Carboxylic acids and derivatives	0.723829448223114	Organic acids and derivatives	0.9798723459243774	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_4.979_157.03665
29_HILIC_mgf_modified_matching_featureID_adduct_FT_1.615_267.16035	C15H24O4	[M - H]-	C15H24O4	Shikimates and Phenylpropanoids	0.26668161153793335	Aromatic polyketides	0.3499041199684143	Bisabolane sesquiterpenoids	0.6011279225349426	Hydroxybenzoic acid derivatives	0.561549186706543	Hydroxybenzoic acid derivatives	0.561549186706543	Benzoic acids and derivatives	0.7099571824073792	Benzene and substituted derivatives	0.9964743256568909	Benzenoids	0.9993849992752075	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Hydroxybenzoic acid derivatives; Benzene and substituted derivatives; Benzenoids; Aromatic alcohols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT_1.615_267.16035
