FeatureID,baseMean,log2FoldChange,lfcSE,pvalue,padj,comparison,dbcan_sub,Substrate,cazy_fam,cazy_sub
bcn_bin_84_1_k125_20156792_8,5.04477435554501,3.887782103735242,2.164545444340813,5.9099525458111e-4,0.00262093547683796,month_July_1_vs_May,CBM34_e12,starch,Carbohydrate Binding Module,CBM34
bcn_bin_84_1_k125_20156792_8,5.04477435554501,3.887782103735242,2.164545444340813,5.9099525458111e-4,0.00262093547683796,month_July_1_vs_May,GH13_e175,sucrose,Glycoside Hydrolases,GH13
bcn_bin_84_1_k125_20156792_8,5.04477435554501,3.887782103735242,2.164545444340813,5.9099525458111e-4,0.00262093547683796,month_July_1_vs_May,CBM20_e9,starch,Carbohydrate Binding Module,CBM20
bcn_bin_10_k125_55171384_3,59.7447696424382,-4.260285481845827,0.4428511011938823,1.7149362791808312e-22,1.10811267270146e-21,month_July_1_vs_May,GH2_e29,beta-glucuronan,Glycoside Hydrolases,GH2
bco_bin_197_k125_39504255_2,25.272481986552823,-3.88033124800084,0.4451737252760691,7.933532940483307e-20,4.760119764289985e-18,month_July_1_vs_May,GT4_e3814,-,Glycosyl Transferases,GT4
bco_bin_197_k125_59460048_2,6.648016760425655,2.829564352013817,1.2391858129567264,0.00148391365245337,0.00390417586708229,month_July_1_vs_May,AA1_e35,-,Auxiliary Activities,AA1
bco_bin_197_k125_9961854_2,19.882547259994983,6.6343920325844055,2.52089456431796,1.077475144659655e-7,5.877137152689025e-7,month_July_1_vs_May,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bcn_bin_81_k125_20382907_9,18.55477630329131,-2.2726155199767866,0.4295982412812403,1.687030418547253e-8,1.5183273766925278e-7,month_July_1_vs_May,GT4_e3814,-,Glycosyl Transferases,GT4
bco_bin_54_k125_64666116_1,7.211998899862991,5.314443205156228,2.3530319377448135,1.0928551453489056e-5,3.278565436046717e-5,month_July_1_vs_May,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bcn_bin_43_k125_33672252_5,6.533699533968749,4.565300607088314,2.272695699454625,1.2484106237937157e-4,5.867529931830464e-4,month_July_1_vs_May,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
bco_bin_107_k125_53580101_9,25.944103304733733,-2.949694581176289,0.625800814664531,3.023857358974633e-7,9.978729284616288e-7,month_July_1_vs_May,GH13_e41,sucrose,Glycoside Hydrolases,GH13
bco_bin_205_k125_23506103_3,36.37875838800811,-2.1305401441343776,0.4489288416718102,3.619713883482493e-7,1.520279831062647e-6,month_July_1_vs_May,GT4_e3814,-,Glycosyl Transferases,GT4
DNA-4_bin_17_k127_24357678_2,20.96940790580888,2.7226815352023572,0.598809410378075,1.6949919332136216e-6,9.459148530514728e-6,month_July_1_vs_May,GH13_e182,"sucrose, starch, starch",Glycoside Hydrolases,GH13
DNA-4_bin_17_k127_2852744_8,10.640842806909085,2.108429080251673,0.7615466621526016,0.00168466468767518,0.00498199984560353,month_July_1_vs_May,GH5_e325,beta-mannan,Glycoside Hydrolases,GH5
DNA-1_bin_24_1_k127_14429641_8,21.16408833618926,-3.209794839457184,0.9565614400429856,7.938228893823467e-5,2.912054951723842e-4,month_July_1_vs_May,GH65_e15,"exo-polysaccharide, alpha-glucan",Glycoside Hydrolases,GH65
DNA-1_bin_24_1_k127_20870363_17,129.33508873124188,-7.389949896164376,1.2505452530057672,2.504634415274722e-10,2.189236007425312e-9,month_July_1_vs_May,GT4_e3541,-,Glycosyl Transferases,GT4
DNA-1_bin_24_1_k127_30087578_21,127.63384486743536,-2.39846810924944,0.26250101795804753,6.308279558480172e-21,1.4887539758013207e-19,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
DNA-1_bin_24_1_k127_3797814_6,45.265243904809054,-4.598392479405779,0.4635139026657973,2.486428773976461e-24,8.382817009406356e-23,month_July_1_vs_May,GT2,-,Glycosyl Transferases,GT2
DNA-1_bin_24_1_k127_736594_2,140.2964287378986,2.4382332578357686,0.369969287817761,4.124908465990758e-12,4.4432503755201294e-11,month_July_1_vs_May,GT35_e8,-,Glycosyl Transferases,GT35
DNA-1_bin_24_1_k127_8705189_3,19.32470594554015,2.6007311500014785,0.5718695407332767,1.9299695505116325e-6,9.295363549402964e-6,month_July_1_vs_May,GT1_e269,-,Glycosyl Transferases,GT1
bcn_bin_229_1_k125_22212778_2,6.743739430137946,3.1840229024596773,1.247279121581965,5.606264313211618e-4,0.00290610435827704,month_July_1_vs_May,GT4_e4043,-,Glycosyl Transferases,GT4
bcn_bin_229_1_k125_22212778_3,8.099583077823194,3.49201689813801,1.253235225073868,2.1227672887638016e-4,0.00127366037325828,month_July_1_vs_May,CE4_e233,-,Carbohydrate Esterases,CE4
bcn_bin_229_1_k125_22710756_1,5.355982410445909,2.7629473275642664,1.2361926017929457,0.00181422610609534,0.0075543185401347,month_July_1_vs_May,GT4_e3161,-,Glycosyl Transferases,GT4
bcn_bin_229_1_k125_27034960_2,23.99218741838384,4.4662466267302925,0.9964019663739628,2.4976202495838913e-6,2.7188380431184647e-5,month_July_1_vs_May,GT2,-,Glycosyl Transferases,GT2
bcn_bin_229_1_k125_29804161_11,14.63179102646681,3.170068539164254,0.8897895742978598,1.352991325331275e-4,8.965038173064622e-4,month_July_1_vs_May,GT26_e119,-,Glycosyl Transferases,GT26
bcn_bin_229_1_k125_3893959_5,13.135490133514546,6.203779918496837,2.4465718507562584,3.0571479095277724e-7,4.159904834036005e-6,month_July_1_vs_May,GH3_e94,"beta-glucan, beta-glucan",Glycoside Hydrolases,GH3
bcn_bin_229_1_k125_45497375_10,9.296892459046989,5.571177814011254,2.369380143874392,3.3740649619837384e-6,3.474375001394065e-5,month_July_1_vs_May,GT2,-,Glycosyl Transferases,GT2
bcn_bin_229_1_k125_4552230_3,46.895452535019736,-3.2162436607734732,0.5541332843812681,8.361594241842635e-10,1.8739808271423793e-8,month_July_1_vs_May,GH13_e179,sucrose,Glycoside Hydrolases,GH13
bcn_bin_229_1_k125_48456370_2,3.434948306682537,3.5266726217356976,2.1451477419008023,0.00160142618757728,0.00688198607862279,month_July_1_vs_May,GT26_e119,-,Glycosyl Transferases,GT26
bcn_bin_229_1_k125_56414936_3,6.6059766028591635,4.907120200459622,2.3223857088278166,5.329864972614042e-5,3.9430651544969907e-4,month_July_1_vs_May,GT4_e198,-,Glycosyl Transferases,GT4
bcn_bin_229_1_k125_62880292_1,7.747667977286422,3.3272227314918696,1.2792738225485183,4.089115257483676e-4,0.00222564701871611,month_July_1_vs_May,GH13_e234,"sucrose, starch",Glycoside Hydrolases,GH13
DNA-8_bin_7_1_k127_25197231_12,8.277585457840724,5.118870460625083,2.313396620021054,1.5043093403507135e-5,1.0325032290588988e-4,month_July_1_vs_May,AA3_e57,-,Auxiliary Activities,AA3
bcn_bin_133_k125_18644712_10,5.319697162540868,4.161569492777406,2.21819921912549,3.3029909951630675e-4,0.00132991539919997,month_July_1_vs_May,GH18_e327,"chitin, peptidoglycan",Glycoside Hydrolases,GH18
bcn_bin_133_k125_18644712_11,11.120981593367713,3.67886940374956,1.306989080084182,1.6499094947156325e-4,7.371936040218781e-4,month_July_1_vs_May,CE4_e136,-,Carbohydrate Esterases,CE4
bcn_bin_133_k125_18644712_11,11.120981593367713,3.67886940374956,1.306989080084182,1.6499094947156325e-4,7.371936040218781e-4,month_July_1_vs_May,GT2,-,Glycosyl Transferases,GT2
bcn_bin_133_k125_47872339_5,15.893860542440148,-2.8604485605404792,0.5284687061736857,4.783272534272734e-9,7.726824863055957e-8,month_July_1_vs_May,GH120_e0,xylan,Glycoside Hydrolases,GH120
bcn_bin_133_k125_47872339_5,15.893860542440148,-2.8604485605404792,0.5284687061736857,4.783272534272734e-9,7.726824863055957e-8,month_July_1_vs_May,GH120_e3,-,Glycoside Hydrolases,GH120
bcn_bin_133_k125_63635367_7,3.797821852122382,3.463537742931075,2.0936796658031853,0.00139415126852163,0.00380223073233173,month_July_1_vs_May,GT51_e174,-,Glycosyl Transferases,GT51
bcn_bin_133_k125_69749733_19,37.92112968817864,-2.0001411692169637,0.5468176828170062,4.861290307759489e-5,2.8357526795263685e-4,month_July_1_vs_May,GH3_e172,-,Glycoside Hydrolases,GH3
bco_bin_200_k125_15357814_4,3.208558739752932,3.213892255426982,2.0722545751312023,0.0029249181436012,0.00666992451900015,month_July_1_vs_May,CE4_e209,-,Carbohydrate Esterases,CE4
bco_bin_200_k125_33823699_1,9.405682687111614,5.194455008943196,2.4668530015192247,9.73720540914809e-5,4.933517407301699e-4,month_July_1_vs_May,CE9_e105,host glycan,Carbohydrate Esterases,CE9
bco_bin_14_k125_38308913_6,9.676937063944056,2.9545615145233666,1.462921135825655,0.00232355771092472,0.0090037861298333,month_July_1_vs_May,GH13_e234,"sucrose, starch",Glycoside Hydrolases,GH13
bco_bin_123_k125_36146050_4,256.15497740467003,-2.152139571258525,0.40048508217359785,1.290683488800168e-8,5.162733955200672e-7,month_July_1_vs_May,AA2_e1,-,Auxiliary Activities,AA2
bco_bin_123_k125_49099428_15,23.180666132894437,-3.1513991391389027,0.496130766509532,1.7644046283329674e-11,9.410158017775824e-10,month_July_1_vs_May,GH2_e29,beta-glucuronan,Glycoside Hydrolases,GH2
bcn_bin_71_k125_65666803_6,12.26448787908216,-3.5650173547522175,0.5417173355930212,4.98536945956312e-12,5.4839064055194315e-11,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
DNA-8_bin_29_k127_29661286_2,11.730881345770571,3.8999318055876073,1.283441053968574,7.509363512462534e-5,3.111022026591622e-4,month_July_1_vs_May,CE1_e32,"trehalose, polyphenol, xylan",Carbohydrate Esterases,CE1
DNA-8_bin_29_k127_5678462_14,8.658721597689,5.186879296717789,2.3489121293776685,2.1869059705870165e-5,1.400351482185067e-4,month_July_1_vs_May,GH130_e14,-,Glycoside Hydrolases,GH130
DNA-8_bin_29_k127_5678462_16,19.533881504191577,6.699218755125913,2.527427950943089,9.077757985880425e-8,1.5043141805173274e-6,month_July_1_vs_May,GT4_e2198,-,Glycosyl Transferases,GT4
DNA-8_bin_29_k127_6944855_13,32.858425052540014,-4.010330691514121,0.49241973018340046,9.497609612871571e-18,3.6724090503103405e-16,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
bco_bin_208_k125_53699566_4,5.276216467798948,2.464325760195487,1.276931438273234,0.00489101561270137,0.0082169062293383,month_July_1_vs_May,CE1_e32,"trehalose, polyphenol, xylan",Carbohydrate Esterases,CE1
bcn_bin_38_1_k125_27983776_1,84.78378219113978,-2.930905488788276,0.6820311430157788,1.7453745284394004e-6,1.0948258405665329e-5,month_July_1_vs_May,AA10_e8,-,Auxiliary Activities,AA10
bcn_bin_38_1_k125_68037313_7,31.659410261706597,-5.831692000836806,0.5843156186318853,5.929087073998488e-23,9.4409309562899e-22,month_July_1_vs_May,GH13_e44,sucrose,Glycoside Hydrolases,GH13
bco_bin_136_k125_1538637_2,8.81123616405024,-2.104617875036928,0.596409356792324,6.996216785268376e-5,3.0067710306153403e-4,month_July_1_vs_May,GH13_e83,"sucrose, sucrose",Glycoside Hydrolases,GH13
bco_bin_136_k125_2049296_7,24.188325480163705,-2.765988105100311,0.349114199051145,2.821724693942106e-16,4.073412827408733e-15,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
bco_bin_136_k125_50552119_32,42.3448820677054,-6.096340540011672,0.7047284952920326,1.2374947654385763e-18,2.1112410695209653e-17,month_July_1_vs_May,GT4_e3323,-,Glycosyl Transferases,GT4
bco_bin_136_k125_9556845_4,12.122598639311722,2.0862807601975124,0.7266410296728235,0.00125078485412016,0.00397848515745567,month_July_1_vs_May,GH1_e101,beta-glucan,Glycoside Hydrolases,GH1
bco_bin_172_k125_29192777_1,11.770400850082591,-2.1152390672890324,0.5118933526247759,6.615369498124187e-6,7.210752752955364e-5,month_July_1_vs_May,GT20_e1,-,Glycosyl Transferases,GT20
bco_bin_172_k125_45564252_6,22.15457543281339,-2.6615657203605267,0.4212305118096972,3.496984751297452e-11,6.352855631523705e-10,month_July_1_vs_May,CBM48_e3,glycogen,Carbohydrate Binding Module,CBM48
bco_bin_172_k125_45564252_6,22.15457543281339,-2.6615657203605267,0.4212305118096972,3.496984751297452e-11,6.352855631523705e-10,month_July_1_vs_May,GH13_e48,"sucrose, starch, starch",Glycoside Hydrolases,GH13
bco_bin_172_k125_49384192_1,9.04454233240647,2.9541723307056564,1.226750445598076,0.00207544781653823,0.00870091584625644,month_July_1_vs_May,GH13_e234,"sucrose, starch",Glycoside Hydrolases,GH13
bco_bin_76_1_k125_10563208_1,13.593540704042754,2.21351144456142,0.6752570902837786,3.823642416298993e-4,0.00129578992996799,month_July_1_vs_May,GH38_e14,host glycan,Glycoside Hydrolases,GH38
bco_bin_76_1_k125_20567790_7,29.548313445952697,-3.3134502432852733,0.6007144471788612,4.054015662814435e-9,3.3289705538880076e-8,month_July_1_vs_May,GH13_e183,"sucrose, starch, starch, starch",Glycoside Hydrolases,GH13
bco_bin_76_1_k125_20567790_7,29.548313445952697,-3.3134502432852733,0.6007144471788612,4.054015662814435e-9,3.3289705538880076e-8,month_July_1_vs_May,CBM41_e2,beta-glucan,Carbohydrate Binding Module,CBM41
bco_bin_76_1_k125_32170642_1,18.53647364301162,-2.5098492037947735,1.0316187340992675,0.00171538195485774,0.00460671757688211,month_July_1_vs_May,CBM48_e2,glycogen,Carbohydrate Binding Module,CBM48
bco_bin_76_1_k125_32170642_4,47.48658263298224,-3.489849140286118,0.3843794805566768,4.869884856275228e-21,1.4853148811639445e-19,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
bco_bin_76_1_k125_57596258_4,5.42256929627022,2.919774178919743,1.1851503362462443,0.00110086705502093,0.00319775668363224,month_July_1_vs_May,CE9_e105,host glycan,Carbohydrate Esterases,CE9
bco_bin_76_1_k125_7291264_4,19.98566987564194,2.728817269269531,0.7323044475990245,4.585295736767939e-5,1.9978788567346015e-4,month_July_1_vs_May,GH23_e744,-,Glycoside Hydrolases,GH23
bco_bin_76_1_k125_7291264_4,19.98566987564194,2.728817269269531,0.7323044475990245,4.585295736767939e-5,1.9978788567346015e-4,month_July_1_vs_May,CBM50_e589,"chitin, peptidoglycan",Carbohydrate Binding Module,CBM50
bco_bin_76_1_k125_7339489_1,19.287611308644173,-2.9807044983430404,0.662608437447986,1.212272519655157e-6,6.901871545236694e-6,month_July_1_vs_May,GH13_e200,"sucrose, alpha-glucan",Glycoside Hydrolases,GH13
bco_bin_76_1_k125_8444411_6,21.328462034582927,-4.671087378909814,0.7335145863834431,1.0139327896629987e-10,1.1393402662792114e-9,month_July_1_vs_May,GH15_e60,-,Glycoside Hydrolases,GH15
DNA-6_bin_10_1_k127_1142589_3,16.256255030337154,2.8586333330401716,0.7939080617495528,1.0588435484490508e-4,3.684770769913119e-4,month_July_1_vs_May,CE14_e1,chitin,Carbohydrate Esterases,CE14
DNA-6_bin_10_1_k127_11666954_9,32.17704482106631,-4.736151024156408,0.4288673005789344,9.063302832307413e-30,1.576007659173456e-28,month_July_1_vs_May,GH13_e44,sucrose,Glycoside Hydrolases,GH13
DNA-6_bin_10_1_k127_1254186_8,115.53848788831736,-6.6153649738652085,0.34866720751804564,6.678630723993829e-82,8.958906071186007e-80,month_July_1_vs_May,GT4_e3677,-,Glycosyl Transferases,GT4
DNA-6_bin_10_1_k127_12661007_1,111.2112328509712,2.5851271482297933,0.31979859986497094,9.545623942487853e-17,9.849825145050657e-16,month_July_1_vs_May,GH130_e14,-,Glycoside Hydrolases,GH130
DNA-6_bin_10_1_k127_1350547_3,44.03669594795601,4.8553744635290625,0.9449245565208758,1.645815932170176e-7,9.037550645074824e-7,month_July_1_vs_May,GH39_e37,-,Glycoside Hydrolases,GH39
DNA-6_bin_10_1_k127_18526027_7,34.93781167790528,-3.1557935180120342,0.3162650068183821,8.1477440014444305e-25,1.0775678334304675e-23,month_July_1_vs_May,GH13_e41,sucrose,Glycoside Hydrolases,GH13
DNA-6_bin_10_1_k127_18526027_8,24.24733156812833,-4.159824843113645,0.4007988760514131,1.595159897066546e-26,2.3043925282238257e-25,month_July_1_vs_May,GH13_e41,sucrose,Glycoside Hydrolases,GH13
DNA-6_bin_10_1_k127_18564885_1,10.179334482484562,2.9210093375491555,1.0951908614843666,0.00154955610167035,0.00404597699008432,month_July_1_vs_May,GT2,-,Glycosyl Transferases,GT2
DNA-6_bin_10_1_k127_6472077_3,16.928734990838283,3.373088498777091,0.8555580732146862,4.153618936913655e-5,1.605040404017252e-4,month_July_1_vs_May,AA7_e0,glucooligosaccharide,Auxiliary Activities,AA7
DNA-6_bin_10_1_k127_7686102_2,12.537667691266057,2.039783094447688,0.6586437939479713,7.526075523771901e-4,0.00210954773636472,month_July_1_vs_May,GT51_e18,-,Glycosyl Transferases,GT51
DNA-6_bin_10_1_k127_7736810_5,15.028728138624226,-2.0535624249093187,0.39414778358010566,2.99347107732468e-8,1.8371695043188726e-7,month_July_1_vs_May,CBM48_e3,glycogen,Carbohydrate Binding Module,CBM48
DNA-6_bin_10_1_k127_7736810_5,15.028728138624226,-2.0535624249093187,0.39414778358010566,2.99347107732468e-8,1.8371695043188726e-7,month_July_1_vs_May,GH13_e48,"sucrose, starch, starch",Glycoside Hydrolases,GH13
DNA-6_bin_10_1_k127_7756464_8,27.874930083388723,2.6941062851945063,0.705904356953283,2.909867016791428e-5,1.1726888964665883e-4,month_July_1_vs_May,GT4_e3215,-,Glycosyl Transferases,GT4
bcn_bin_140_k125_62000727_9,19.890502663386012,-2.9323841206367756,0.4580972120151768,2.6885030010110254e-11,4.826503006576937e-10,month_July_1_vs_May,AA4_e1,-,Auxiliary Activities,AA4
bcn_bin_140_k125_70717881_1,32.81528335736366,4.8561019195188795,1.12933902030151,3.593569213283084e-6,2.7095511868154458e-5,month_July_1_vs_May,GH13_e234,"sucrose, starch",Glycoside Hydrolases,GH13
bco_bin_170_k125_2981703_12,20.482527469808694,-2.086389335904369,0.3457303465896774,2.0907209762904203e-10,2.5571125786936676e-9,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
DNA-8_bin_28_k127_32801407_16,14.354196902568148,-3.039947208203693,0.5843783047931791,2.0502364556712607e-8,1.3978884925031326e-7,month_July_1_vs_May,CBM48_e3,glycogen,Carbohydrate Binding Module,CBM48
DNA-8_bin_28_k127_32801407_16,14.354196902568148,-3.039947208203693,0.5843783047931791,2.0502364556712607e-8,1.3978884925031326e-7,month_July_1_vs_May,GH13_e48,"sucrose, starch, starch",Glycoside Hydrolases,GH13
bco_bin_104_1_k125_27926220_1,21.319401385245335,-2.305293901400383,0.5205696841412303,9.626133947487098e-7,9.064609467217017e-6,month_July_1_vs_May,CBM48_e3,glycogen,Carbohydrate Binding Module,CBM48
bco_bin_104_1_k125_27926220_1,21.319401385245335,-2.305293901400383,0.5205696841412303,9.626133947487098e-7,9.064609467217017e-6,month_July_1_vs_May,GH13_e48,"sucrose, starch, starch",Glycoside Hydrolases,GH13
DNA-4_bin_12_1_k127_1691214_2,33.91834513632678,-3.8548177370985295,0.3889579168959389,2.1266480391818703e-24,9.942079583175244e-23,month_July_1_vs_May,GH13_e0,"sucrose, starch",Glycoside Hydrolases,GH13
DNA-4_bin_12_1_k127_16993087_3,28.291193233224888,-3.026757087431562,0.3825171196593028,2.0304960072871395e-16,4.4670912160317066e-15,month_July_1_vs_May,CBM48_e2,glycogen,Carbohydrate Binding Module,CBM48
DNA-4_bin_12_1_k127_16993087_3,28.291193233224888,-3.026757087431562,0.3825171196593028,2.0304960072871395e-16,4.4670912160317066e-15,month_July_1_vs_May,GH13_e200,"sucrose, alpha-glucan",Glycoside Hydrolases,GH13
bcn_bin_115_k125_40181324_3,12.02575057817107,6.104254105734857,2.4464109054995187,6.840730383273256e-7,7.610312551391497e-6,month_July_1_vs_May,GT4_e3215,-,Glycosyl Transferases,GT4
bcn_bin_115_k125_45555158_1,23.397029155776565,3.57865295291419,0.779599695910083,1.6397289750588543e-6,1.5776851760025734e-5,month_July_1_vs_May,GT4_e3552,-,Glycosyl Transferases,GT4
bcn_bin_115_k125_5070835_4,17.90536576949521,2.009723523635388,0.5493700612246386,9.827458156658386e-5,4.927570568690684e-4,month_July_1_vs_May,GT51_e102,-,Glycosyl Transferases,GT51
bcn_bin_251_k125_53358483_5,6.1160097845757955,2.9642082688757334,1.247832957767616,0.00113104673218366,0.0044194603794584,month_July_1_vs_May,GT87_e32,-,Glycosyl Transferases,GT87
bcn_bin_251_k125_58767677_8,31.27071057663638,-2.100609950809193,0.4590272759721069,8.072782119493356e-7,7.097320946721242e-6,month_July_1_vs_May,GT20_e1,-,Glycosyl Transferases,GT20
DNA-1_bin_8_k127_16019736_5,15.486660806730908,2.6059004801280605,0.6864536990401782,2.133889926961822e-5,5.58577069116477e-5,month_July_1_vs_May,CBM2_e18,"cellulose, chitin, xylan",Carbohydrate Binding Module,CBM2
DNA-1_bin_8_k127_16019736_5,15.486660806730908,2.6059004801280605,0.6864536990401782,2.133889926961822e-5,5.58577069116477e-5,month_July_1_vs_May,GH6_e0,"cellulose, cellulose",Glycoside Hydrolases,GH6
DNA-1_bin_8_k127_19130274_5,11.213449880530868,3.177163583670657,0.7509309749084397,6.743790504931471e-6,1.9258838203248825e-5,month_July_1_vs_May,GH74_e1,"xyloglucan, xyloglucan",Glycoside Hydrolases,GH74
DNA-1_bin_8_k127_19130274_5,11.213449880530868,3.177163583670657,0.7509309749084397,6.743790504931471e-6,1.9258838203248825e-5,month_July_1_vs_May,CBM2_e10,"cellulose, chitin, xylan",Carbohydrate Binding Module,CBM2
DNA-1_bin_8_k127_24595228_1,18.016377199874174,-3.6165467853291102,0.4653201520200186,3.3673858893046617e-15,1.8731084009257185e-14,month_July_1_vs_May,GT20_e1,-,Glycosyl Transferases,GT20
DNA-1_bin_8_k127_27213238_9,13.24167446681678,7.114205980532929,2.56286801526411,3.4198301326934395e-8,1.3378676123504e-7,month_July_1_vs_May,GH3_e50,xylan,Glycoside Hydrolases,GH3
DNA-1_bin_8_k127_27875387_13,110.53905648423805,-6.759785165632337,0.46182786332484854,1.8040185019527643e-49,9.174722667074058e-48,month_July_1_vs_May,GT4_e1685,-,Glycosyl Transferases,GT4
DNA-1_bin_8_k127_29508275_1,22.020665609066555,-5.014621880945948,0.48615834796927426,2.5543699823188097e-25,3.13570935760516e-24,month_July_1_vs_May,GH13_e41,sucrose,Glycoside Hydrolases,GH13
DNA-1_bin_8_k127_30822691_2,10.028651193498307,6.552618369095862,2.5053055889995224,4.294713795723081e-7,1.513780308195462e-6,month_July_1_vs_May,GH6_e0,"cellulose, cellulose",Glycoside Hydrolases,GH6
DNA-1_bin_8_k127_8687516_5,114.84011108843424,-4.721699628838221,0.27769259333234764,3.540292049369905e-66,6.301719847878431e-64,month_July_1_vs_May,CBM48_e2,glycogen,Carbohydrate Binding Module,CBM48
DNA-1_bin_8_k127_8687516_5,114.84011108843424,-4.721699628838221,0.27769259333234764,3.540292049369905e-66,6.301719847878431e-64,month_July_1_vs_May,GH13_e200,"sucrose, alpha-glucan",Glycoside Hydrolases,GH13
