Geneid,dbcan_sub,Substrate,sampleid,geTMM,cazy_fam,cazy_sub,ko_id,fasta,name,pathway,reaction,brite,db_links
DNA-1-22_bin_2_k127_10715854_8,GT4_e255,-,SAMP5-S1,0.19385828513235157,Glycosyl Transferases,GT4,K16703,DNA-1-22_bin_2,colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK;Glycosyltransferases [BR:ko01003]; Others;  Other glycosyltransferases;   K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK",COG: COG0438;CAZy: GT4
DNA-1-22_bin_2_k127_10715854_8,GT4_e255,-,SAMP5-S4,1.4464686888728795,Glycosyl Transferases,GT4,K16703,DNA-1-22_bin_2,colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK;Glycosyltransferases [BR:ko01003]; Others;  Other glycosyltransferases;   K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK",COG: COG0438;CAZy: GT4
DNA-1-22_bin_2_k127_10715854_8,GT4_e255,-,SAMP6-S1,0.44314868617525177,Glycosyl Transferases,GT4,K16703,DNA-1-22_bin_2,colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK;Glycosyltransferases [BR:ko01003]; Others;  Other glycosyltransferases;   K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK",COG: COG0438;CAZy: GT4
DNA-1-22_bin_2_k127_10715854_8,GT4_e255,-,SAMP6-S4,2.9865210743130364,Glycosyl Transferases,GT4,K16703,DNA-1-22_bin_2,colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK;Glycosyltransferases [BR:ko01003]; Others;  Other glycosyltransferases;   K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK",COG: COG0438;CAZy: GT4
DNA-1-22_bin_2_k127_10715854_8,GT4_e255,-,SAMP8-S1,1.4417890789097585,Glycosyl Transferases,GT4,K16703,DNA-1-22_bin_2,colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK;Glycosyltransferases [BR:ko01003]; Others;  Other glycosyltransferases;   K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK",COG: COG0438;CAZy: GT4
DNA-1-22_bin_2_k127_10715854_8,GT4_e255,-,SAMP8-S2,1.849930420513786,Glycosyl Transferases,GT4,K16703,DNA-1-22_bin_2,colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK;Glycosyltransferases [BR:ko01003]; Others;  Other glycosyltransferases;   K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK",COG: COG0438;CAZy: GT4
DNA-1-22_bin_2_k127_10715854_8,GT4_e255,-,SAMP8-S3,2.0125760551750083,Glycosyl Transferases,GT4,K16703,DNA-1-22_bin_2,colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK;Glycosyltransferases [BR:ko01003]; Others;  Other glycosyltransferases;   K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK",COG: COG0438;CAZy: GT4
DNA-1-22_bin_2_k127_10715854_8,GT4_e255,-,SAMP8-S4,0.8892676757360005,Glycosyl Transferases,GT4,K16703,DNA-1-22_bin_2,colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,"KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK;Glycosyltransferases [BR:ko01003]; Others;  Other glycosyltransferases;   K16703  wcaL, amsK, cpsK; colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK",COG: COG0438;CAZy: GT4
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP1-S1,18.108458787469655,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP1-S1-22,15.597890951683777,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP1-S2,33.21071525690874,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP1-S2-22,26.119731552256624,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP1-S3,9.66960868410237,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP1-S3-22,3.8255332534029054,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP1-S4,87.67518771597898,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP1-S4-22,17.064388987005287,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP3-S1,7.970355908498567,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP3-S2,33.43482038209874,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
DNA-1-22_bin_2_k127_11470422_5,GT2,-,SAMP3-S3,15.599912401771409,Glycosyl Transferases,GT2,K16557,DNA-1-22_bin_2,succinoglycan biosynthesis protein ExoA [EC:2.4.-.-],Exopolysaccharide biosynthesis,NA,KEGG Orthology (KO) [BR:ko00001]; 09100 Metabolism;  09107 Glycan biosynthesis and metabolism;   00543 Exopolysaccharide biosynthesis;    K16557  exoA; succinoglycan biosynthesis protein ExoA; 09180 Brite Hierarchies;  09181 Protein families: metabolism;   01003 Glycosyltransferases;    K16557  exoA; succinoglycan biosynthesis protein ExoA;Glycosyltransferases [BR:ko01003]; Polysaccharide;  Bacterial polysaccharide (excluding LPS);   K16557  exoA; succinoglycan biosynthesis protein ExoA,COG: COG0463;CAZy: GT2
