id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
12_RP_mgf_modified_matching_featureID_adduct_FT_1.420_360.15016	C16H25NO6S	[M + H]+	C16H25NO6S	Amino acids and Peptides	0.9867008328437805	Amino acid glycosides	0.9977849125862122	Glucosinolates	0.45414987206459045	Thioglycosides	0.7685885429382324	Glycosyl compounds	0.8681658506393433	Carbohydrates and carbohydrate conjugates	0.9517815113067627	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Thioacetals; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.420_360.15016
13_RP_mgf_modified_matching_featureID_adduct_FT_14.307_323.14873	C17H22O6	[M + H]+	C17H22O6	Terpenoids	0.9010335803031921	Sesquiterpenoids	0.4327681362628937	Cadinane sesquiterpenoids	0.06586489826440811	Aromatic monoterpenoids	0.5603927969932556	Aromatic monoterpenoids	0.5603927969932556	Monoterpenoids	0.6382837891578674	Prenol lipids	0.7277857661247253	Lipids and lipid-like molecules	0.5654948949813843	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Aromatic monoterpenoids; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Monoterpenoids; Secondary alcohols; Carbonyl compounds; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_14.307_323.14873
14_RP_mgf_modified_matching_featureID_adduct_FT_1.414_325.11299	C17H16N4OS	[M + H]+	C17H16N4OS	Alkaloids	0.9840624928474426	Histidine alkaloids	0.7949358820915222	Imidazole alkaloids	0.7178300619125366	Aryl-phenylketones	0.8452920317649841	Ketones	0.9980575442314148	Carbonyl compounds	0.9892238974571228	Organooxygen compounds	0.999792754650116	Organic oxygen compounds	0.9999560117721558	Organic compounds; Organoheterocyclic compounds; Imidazoles; Thiazoles; Ketones; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Azoles; Carbonyl compounds; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Aryl ketones; Aryl alkyl ketones; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenylketones; Aryl-phenylketones; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.414_325.11299
15_RP_mgf_modified_matching_featureID_adduct_FT_1.404_425.19671	C18H28N6O4S	[M + H]+	C18H28N6O4S	Amino acids and Peptides	0.6061159372329712	Ornithine alkaloids	0.10092862695455551	Pyridine alkaloids	0.021624667569994926	Thienamycins	0.999991774559021	Carbapenems	0.9569587707519531	Beta lactams	0.9034193158149719	Lactams	0.2529028356075287	Organoheterocyclic compounds	0.9999271631240845	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Azepines; Pyrimidines and pyrimidine derivatives; Pyrrolines; Alcohols and polyols; Beta lactams; Carbapenems; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid salts; Carboxylic acids; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Tertiary carboxylic acid amides; Carbonyl compounds; Dialkylamines; Trialkylamines; Pyrroline carboxylic acids and derivatives; Thioenol ethers; Thienamycins; Pyrroline carboxylic acids; Amines; Primary amines; Secondary amines; Tertiary amines; Sulfenyl compounds; Organic zwitterions; Organic salts; Imidolactams; Organic oxides; Vinylogous thioesters; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.404_425.19671
16_RP_mgf_modified_matching_featureID_adduct_FT_1.251_310.14319	C11H23N3O5S	[M + H]+	C11H23N3O5S	Amino acids and Peptides	0.997347354888916	Small peptides	0.9995821118354797	Tripeptides	0.8059695363044739	Oligopeptides	0.9018701314926147	Peptides	0.9996167421340942	Amino acids, peptides, and analogues	0.9999070167541504	Carboxylic acids and derivatives	0.9997931122779846	Organic acids and derivatives	0.9999912977218628	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	FT_1.251_310.14319
17_RP_mgf_modified_matching_featureID_adduct_FT_1.388_371.01204	C12H10N4O6S2	[M + H]+	C12H10N4O6S2	Amino acids and Peptides	0.8186351656913757	β-lactams	0.8497978448867798	Cephalosporins	0.9971010088920593	Alpha amino acids and derivatives	0.6773626208305359	Amino acids and derivatives	0.8314996957778931	Amino acids, peptides, and analogues	0.828301191329956	Carboxylic acids and derivatives	0.9813985228538513	Organic acids and derivatives	0.9549193978309631	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazines; Thiazoles; Lactams; Cephems; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; 1,3-thiazines; Tertiary carboxylic acid amides; Thiohemiaminal derivatives; Carbonyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.388_371.01204
18_RP_mgf_modified_matching_featureID_adduct_FT_17.462_243.10156	C15H14O3	[M + H]+	C15H14O3	Polyketides	0.6265681385993958	Naphthalenes	0.5016072988510132	Naphthoquinones	0.5339186191558838	Naphthoquinones	0.7474426031112671			Naphthoquinones	0.7474426031112671	Naphthalenes	0.531822681427002	Benzenoids	0.9984353184700012	Organic compounds; Naphthalenes; Ketones; Naphthoquinones; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Quinones; Cyclic ketones; Aryl ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_17.462_243.10156
19_RP_mgf_modified_matching_featureID_adduct_FT_1.312_365.10543	C10H24N2O8S2	[M + H]+	C10H24N2O8S2	Amino acids and Peptides	0.9943621158599854	Amino acid glycosides	0.9990862607955933	Glucosinolates	0.9999986886978149	Hexoses	0.9912281036376953	Monosaccharides	0.9997778534889221	Carbohydrates and carbohydrate conjugates	0.9992648959159851	Organooxygen compounds	0.9999959468841553	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Thioacetals; Hexoses; Monosaccharides; Secondary alcohols; Oxanes; Glycosyl compounds; Monothioacetals; Thioglycosides; Polyols; Sulfenyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.312_365.10543
21_RP_mgf_modified_matching_featureID_adduct_FT_18.226_311.21946	C18H30O4	[M + H]+	C18H30O4	Fatty acids	0.5237007141113281	Octadecanoids	0.3849640190601349	2-pyrone derivatives	0.6073036789894104	Lineolic acids and derivatives	0.6480982899665833			Lineolic acids and derivatives	0.6480982899665833	Fatty Acyls	0.7980520725250244	Lipids and lipid-like molecules	0.8407248258590698	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Beta-hydroxy ketones; Long-chain fatty acids; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_18.226_311.21946
22_RP_mgf_modified_matching_featureID_adduct_FT_17.970_309.20391	C18H28O4	[M + H]+	C18H28O4	Terpenoids	0.6604450941085815	Sesquiterpenoids	0.28947749733924866	Open-chain polyketides	0.4157980680465698	Prenol lipids	0.5007736682891846					Prenol lipids	0.5007736682891846	Lipids and lipid-like molecules	0.7180905938148499	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_17.970_309.20391
23_RP_mgf_modified_matching_featureID_adduct_FT_17.908_367.15396	C22H22O5	[M + H]+	C22H22O5	Shikimates and Phenylpropanoids	0.9452997446060181	Coumarins	0.8361980319023132	Simple coumarins	0.48702317476272583	Pyranochromenes	0.564507246017456	Pyranochromenes	0.564507246017456	1-benzopyrans	0.947223424911499	Benzopyrans	0.9293501377105713	Organoheterocyclic compounds	0.9900904893875122	Organic compounds; Organoheterocyclic compounds; Lactones; Pyrans; Ketones; Benzopyrans; Alkyl aryl ethers; Coumarins and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 1-benzopyrans; Pyranochromenes; Aryl ketones; Aryl alkyl ketones; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_17.908_367.15396
24_RP_mgf_modified_matching_featureID_adduct_FT_17.978_277.14344	C16H20O4	[M + H]+	C16H20O4	Terpenoids	0.8749773502349854	Sesquiterpenoids	0.808045506477356	Camphane monoterpenoids	0.15434767305850983	Terpene lactones	0.5953806042671204			Terpene lactones	0.5953806042671204	Prenol lipids	0.49653714895248413	Lipids and lipid-like molecules	0.7095521092414856	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Terpene lactones; Carbonyl compounds; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_17.978_277.14344
25_RP_mgf_modified_matching_featureID_adduct_FT_1.202_166.05326	C5H11NO3S	[M + H]+	C5H11NO3S	Amino acids and Peptides	0.9993587136268616	Small peptides	0.9998664855957031	Aminoacids	0.9950487017631531	Alpha amino acids	0.9858589768409729	Amino acids and derivatives	0.9999043941497803	Amino acids, peptides, and analogues	0.9999105930328369	Carboxylic acids and derivatives	0.9998944997787476	Organic acids and derivatives	0.9999420642852783	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Sulfoxides; Monocarboxylic acids and derivatives; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfinyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.202_166.05326
26_RP_mgf_modified_matching_featureID_adduct_FT_1.424_329.05770	C9H17N2O7PS	[M + H]+	C9H17N2O7PS	Carbohydrates	0.5110902786254883	Nucleosides	0.09058728814125061	Pyrimidine nucleos(t)ides	0.5305399298667908	Pentose phosphates	0.9721207618713379	Monosaccharides	0.9999450445175171	Carbohydrates and carbohydrate conjugates	0.9997425675392151	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Glycosyl compounds; Glycosylamines; Pentose phosphates; Polyols; 1,2-diols; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.424_329.05770
27_RP_mgf_modified_matching_featureID_adduct_FT_1.421_176.10298	C6H13N3O3	[M + H]+	C6H13N3O3	Amino acids and Peptides	0.7405349016189575	Small peptides	0.7170481085777283	Aminoacids	0.6915361285209656	Alpha amino acids and derivatives	0.7456368207931519	Amino acids and derivatives	0.8973593711853027	Amino acids, peptides, and analogues	0.8909857869148254	Carboxylic acids and derivatives	0.9806698560714722	Organic acids and derivatives	0.9805675148963928	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.421_176.10298
28_RP_mgf_modified_matching_featureID_adduct_FT_1.135_120.06548	C4H9NO3	[M + H]+	C4H9NO3	Amino acids and Peptides	0.9994101524353027	Small peptides	0.9998278617858887	Aminoacids	0.9980539083480835	L-alpha-amino acids	0.5460184216499329	Amino acids and derivatives	0.999991774559021	Amino acids, peptides, and analogues	0.9999918937683105	Carboxylic acids and derivatives	0.9999808073043823	Organic acids and derivatives	0.9999964237213135	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_1.135_120.06548
29_RP_mgf_modified_matching_featureID_adduct_FT_18.495_383.18439	C23H26O5	[M + H]+	C23H26O5	Shikimates and Phenylpropanoids	0.7585234642028809	Lignans	0.3249528706073761	Chalcones	0.43184974789619446	Benzopyrans	0.521061360836029					Benzopyrans	0.521061360836029	Organoheterocyclic compounds	0.9260930418968201	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_18.495_383.18439
30_RP_mgf_modified_matching_featureID_adduct_FT_18.607_453.18909	C26H28O7	[M + H]+	C26H28O7	Shikimates and Phenylpropanoids	0.6131160855293274	Phloroglucinols	0.15889889001846313	Dimeric phloroglucinols	0.3625429570674896	2,2-dimethyl-1-benzopyrans	0.7146405577659607	2,2-dimethyl-1-benzopyrans	0.7146405577659607	1-benzopyrans	0.6225168704986572	Benzopyrans	0.7348345518112183	Organoheterocyclic compounds	0.9882169365882874	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; 1-benzopyrans; 2,2-dimethyl-1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT_18.607_453.18909
